OP_ID,YEAR,SERIAL,SPECIES,LENGTH
88105,2014,536,217,10
88105,2014,536,217,12
88105,2014,536,217,10
88105,2014,536,217,12
88105,2014,536,217,14
88105,2014,536,217,12
88105,2014,536,217,12
88105,2014,536,217,10
88105,2014,536,217,12
88105,2014,536,217,12
88105,2014,536,217,11
88105,2014,536,217,12
88105,2014,536,217,12
88105,2014,536,217,11
88105,2014,536,217,10
88105,2014,536,500,18
88106,2014,537,217,12
88106,2014,537,217,10
88106,2014,537,217,12
88106,2014,537,217,10
88106,2014,537,217,12
88106,2014,537,217,11
88106,2014,537,217,12
88106,2014,537,217,11
88106,2014,537,217,8
88106,2014,537,217,11
88106,2014,537,217,10
88106,2014,537,217,12
88106,2014,537,217,12
88106,2014,537,217,10
88106,2014,537,217,11
88106,2014,537,217,11
88106,2014,537,217,12
88106,2014,537,217,12
88106,2014,537,217,10
88106,2014,537,217,11
88106,2014,537,217,11
88106,2014,537,217,10
88106,2014,537,217,11
88106,2014,537,217,11
88106,2014,537,217,11
88106,2014,537,217,9
88106,2014,537,217,9
88106,2014,537,217,10
88106,2014,537,217,13
88106,2014,537,217,11
88106,2014,537,217,11
88106,2014,537,217,12
88106,2014,537,217,11
88106,2014,537,217,10
88106,2014,537,217,12
88106,2014,537,217,10
88106,2014,537,217,12
88106,2014,537,217,10
88106,2014,537,217,12
88106,2014,537,217,11
88106,2014,537,217,13
88106,2014,537,217,12
88106,2014,537,217,11
88106,2014,537,217,11
88106,2014,537,217,10
88106,2014,537,217,10
88106,2014,537,217,12
88106,2014,537,217,12
88108,2014,538,217,10
88108,2014,538,217,11
88108,2014,538,217,12
88108,2014,538,217,13
88108,2014,538,217,11
88108,2014,538,217,12
88108,2014,538,217,11
88108,2014,538,217,10
88108,2014,538,217,12
88108,2014,538,217,10
88108,2014,538,217,10
88108,2014,538,217,12
88108,2014,538,217,11
88108,2014,538,217,12
88108,2014,538,217,13
88108,2014,538,217,10
88108,2014,538,217,12
88108,2014,538,217,10
88108,2014,538,217,10
88108,2014,538,217,10
88108,2014,538,217,11
88108,2014,538,217,12
88108,2014,538,217,11
88108,2014,538,217,11
88108,2014,538,217,10
88108,2014,538,217,10
88108,2014,538,217,10
88108,2014,538,217,11
88108,2014,538,217,11
88108,2014,538,217,11
88108,2014,538,217,13
88108,2014,538,217,11
88108,2014,538,217,11
88108,2014,538,217,13
88108,2014,538,217,12
88108,2014,538,217,11
88108,2014,538,217,10
88108,2014,538,217,10
88108,2014,538,217,11
88108,2014,538,217,10
88108,2014,538,217,12
88108,2014,538,217,12
88109,2014,539,217,10
88109,2014,539,217,12
88109,2014,539,217,10
88109,2014,539,217,10
88109,2014,539,217,11
88109,2014,539,217,9
88109,2014,539,217,9
88109,2014,539,217,10
88109,2014,539,217,10
88109,2014,539,217,10
88109,2014,539,217,9
88109,2014,539,217,10
88109,2014,539,217,11
88109,2014,539,217,11
88109,2014,539,217,10
88109,2014,539,217,10
88109,2014,539,217,12
88109,2014,539,217,10
88109,2014,539,217,10
88109,2014,539,217,12
88109,2014,539,217,10
88109,2014,539,217,12
88111,2014,540,217,11
88111,2014,540,217,11
88111,2014,540,217,11
88111,2014,540,217,10
88111,2014,540,217,11
88111,2014,540,217,12
88111,2014,540,217,11
88111,2014,540,217,11
88112,2014,541,217,11
88112,2014,541,217,12
88112,2014,541,217,13
88115,2014,542,217,13
88115,2014,542,217,12
88115,2014,542,217,13
88116,2014,543,217,10
88116,2014,543,217,12
88117,2014,544,217,13
88118,2014,545,217,10
88136,2014,554,217,10
88136,2014,554,217,11
88136,2014,554,217,11
88136,2014,554,217,10
88136,2014,554,217,11
88136,2014,554,217,10
88136,2014,554,217,10
88136,2014,554,217,11
88136,2014,554,217,11
88136,2014,554,217,10
88136,2014,554,217,11
88136,2014,554,217,10
88136,2014,554,217,11
88136,2014,554,217,10
88136,2014,554,217,13
88136,2014,554,217,10
88136,2014,554,217,10
88136,2014,554,217,10
88136,2014,554,217,10
88136,2014,554,217,10
88136,2014,554,217,10
88136,2014,554,217,10
88136,2014,554,217,11
88136,2014,554,217,10
88136,2014,554,217,11
88136,2014,554,217,9
88136,2014,554,217,10
88136,2014,554,217,10
88136,2014,554,217,11
88136,2014,554,217,11
88136,2014,554,217,10
88136,2014,554,217,10
88136,2014,554,217,11
88136,2014,554,217,11
88136,2014,554,217,10
88136,2014,554,217,10
88136,2014,554,217,10
88136,2014,554,217,11
88136,2014,554,217,10
88136,2014,554,217,10
88136,2014,554,217,10
88136,2014,554,217,10
88136,2014,554,217,10
88136,2014,554,217,11
88136,2014,554,217,9
88136,2014,554,217,10
88136,2014,554,217,10
88136,2014,554,217,9
88136,2014,554,217,11
88136,2014,554,217,10
88136,2014,554,217,10
88137,2014,555,217,11
88137,2014,555,217,10
88137,2014,555,217,11
88137,2014,555,217,10
88137,2014,555,217,11
88137,2014,555,217,10
88137,2014,555,217,10
88137,2014,555,217,10
88137,2014,555,217,11
88137,2014,555,217,11
88137,2014,555,217,10
88137,2014,555,217,10
88137,2014,555,217,10
88137,2014,555,217,10
88137,2014,555,217,11
88137,2014,555,217,10
88137,2014,555,217,12
88137,2014,555,217,11
88137,2014,555,217,10
88137,2014,555,217,10
88137,2014,555,217,10
88137,2014,555,217,11
88137,2014,555,217,11
88137,2014,555,217,10
88137,2014,555,217,12
88137,2014,555,217,10
88137,2014,555,217,10
88137,2014,555,217,12
88137,2014,555,217,11
88137,2014,555,217,10
88137,2014,555,217,10
88137,2014,555,217,10
88137,2014,555,217,10
88137,2014,555,217,12
88137,2014,555,217,11
88137,2014,555,217,11
88137,2014,555,217,10
88137,2014,555,217,11
88137,2014,555,217,10
88137,2014,555,217,11
88137,2014,555,217,11
88137,2014,555,217,11
88137,2014,555,217,11
88137,2014,555,217,11
88137,2014,555,217,13
88137,2014,555,217,12
88137,2014,555,217,11
88137,2014,555,217,13
88137,2014,555,217,12
88137,2014,555,217,11
88137,2014,555,217,11
88137,2014,555,217,10
88137,2014,555,217,10
88137,2014,555,217,11
88137,2014,555,217,10
88137,2014,555,217,10
88137,2014,555,217,11
88138,2014,556,217,11
88138,2014,556,217,10
88138,2014,556,217,10
88138,2014,556,217,11
88138,2014,556,217,10
88138,2014,556,217,8
88138,2014,556,217,10
88138,2014,556,217,11
88138,2014,556,217,10
88138,2014,556,217,10
88138,2014,556,217,10
88138,2014,556,217,10
88139,2014,557,217,10
88139,2014,557,217,10
88139,2014,557,217,10
88139,2014,557,217,10
88139,2014,557,217,9
88139,2014,557,217,10
88139,2014,557,217,10
88139,2014,557,217,9
88139,2014,557,217,10
88139,2014,557,217,9
88139,2014,557,217,10
88139,2014,557,217,10
88139,2014,557,217,9
88139,2014,557,217,10
88139,2014,557,217,10
88139,2014,557,217,10
88139,2014,557,217,10
88139,2014,557,217,10
88139,2014,557,217,9
88139,2014,557,217,9
88144,2014,562,217,11
88144,2014,562,217,11
88144,2014,562,217,11
88144,2014,562,217,11
88144,2014,562,217,12
88144,2014,562,217,10
88145,2014,563,217,11
88152,2014,569,217,11
88152,2014,569,217,11
88152,2014,569,217,10
88159,2014,572,217,12
88163,2014,576,217,11
88164,2014,577,217,11
88164,2014,577,217,10
88167,2014,578,217,11
88167,2014,578,217,11
88167,2014,578,217,13
88167,2014,578,217,12
88167,2014,578,217,13
88167,2014,578,217,10
88168,2014,579,217,10
88168,2014,579,217,10
88168,2014,579,217,10
88170,2014,580,217,13
88172,2014,582,217,12
88172,2014,582,217,11
88172,2014,582,217,11
88172,2014,582,217,11
88172,2014,582,217,11
88172,2014,582,217,12
88172,2014,582,217,13
88173,2014,583,217,11
88173,2014,583,217,11
88173,2014,583,217,11
88173,2014,583,217,11
88173,2014,583,217,12
88173,2014,583,217,14
88173,2014,583,217,11
88175,2014,584,217,13
88175,2014,584,217,12
88175,2014,584,217,11
88175,2014,584,217,12
88175,2014,584,217,10
88175,2014,584,217,11
88175,2014,584,217,11
88175,2014,584,217,10
88175,2014,584,217,11
88175,2014,584,217,11
88175,2014,584,217,11
88175,2014,584,217,11
88175,2014,584,217,11
88175,2014,584,217,11
88175,2014,584,217,11
88175,2014,584,217,11
88175,2014,584,217,11
88175,2014,584,217,10
88175,2014,584,217,11
88175,2014,584,217,10
88175,2014,584,217,11
88175,2014,584,217,10
88175,2014,584,217,11
88175,2014,584,217,10
88175,2014,584,217,11
88175,2014,584,217,10
88175,2014,584,217,10
88175,2014,584,217,10
88175,2014,584,217,10
88175,2014,584,217,10
88175,2014,584,217,10
88175,2014,584,217,10
88175,2014,584,217,10
88175,2014,584,217,11
88175,2014,584,217,11
88175,2014,584,217,10
88175,2014,584,217,10
88175,2014,584,217,10
88175,2014,584,217,10
88175,2014,584,217,10
88175,2014,584,217,10
88175,2014,584,217,10
88175,2014,584,217,11
88175,2014,584,217,10
88175,2014,584,217,11
88175,2014,584,217,11
88175,2014,584,217,11
88175,2014,584,217,11
88175,2014,584,217,11
88175,2014,584,217,11
88175,2014,584,217,11
88175,2014,584,217,10
88175,2014,584,217,11
88175,2014,584,217,12
88175,2014,584,500,10
88176,2014,585,217,11
88176,2014,585,217,11
88176,2014,585,217,11
88176,2014,585,217,11
88176,2014,585,217,10
88176,2014,585,217,11
88176,2014,585,217,11
88176,2014,585,217,10
88176,2014,585,217,11
88176,2014,585,217,10
88176,2014,585,217,11
88176,2014,585,217,10
88176,2014,585,217,11
88176,2014,585,217,11
88176,2014,585,217,10
88176,2014,585,217,11
88176,2014,585,217,12
88176,2014,585,217,9
88176,2014,585,217,11
88176,2014,585,217,11
88176,2014,585,217,11
88176,2014,585,217,11
88176,2014,585,217,10
88176,2014,585,217,10
88176,2014,585,217,12
88176,2014,585,217,11
88176,2014,585,217,11
88176,2014,585,217,11
88176,2014,585,217,11
88176,2014,585,217,11
88176,2014,585,217,10
88176,2014,585,217,10
88176,2014,585,217,11
88176,2014,585,217,11
88176,2014,585,217,11
88176,2014,585,217,10
88176,2014,585,217,11
88176,2014,585,500,10
88176,2014,585,500,9
88176,2014,585,500,11
88179,2014,586,217,12
88179,2014,586,217,11
88179,2014,586,217,11
88179,2014,586,217,11
88179,2014,586,217,11
88179,2014,586,217,10
88179,2014,586,217,11
88179,2014,586,217,11
88179,2014,586,217,11
88179,2014,586,217,11
88180,2014,587,217,12
88180,2014,587,217,11
88180,2014,587,217,11
88180,2014,587,217,11
88180,2014,587,217,10
88180,2014,587,217,11
88182,2014,588,217,11
88190,2014,594,217,11
88190,2014,594,217,12
88190,2014,594,217,12
88190,2014,594,217,12
88190,2014,594,217,10
88190,2014,594,217,11
88190,2014,594,217,11
88190,2014,594,217,10
88190,2014,594,217,11
88190,2014,594,217,12
88190,2014,594,217,13
88190,2014,594,217,11
88190,2014,594,217,12
88190,2014,594,217,11
88190,2014,594,217,11
88190,2014,594,217,12
88190,2014,594,217,12
88190,2014,594,217,12
88190,2014,594,217,11
88190,2014,594,217,12
88190,2014,594,217,10
88190,2014,594,217,10
88190,2014,594,217,12
88190,2014,594,217,12
88190,2014,594,217,12
88190,2014,594,217,11
88190,2014,594,217,12
88190,2014,594,217,11
88190,2014,594,217,12
88190,2014,594,217,11
88190,2014,594,217,11
88190,2014,594,217,11
88190,2014,594,217,12
88190,2014,594,217,12
88190,2014,594,217,11
88190,2014,594,217,11
88190,2014,594,217,11
88190,2014,594,217,10
88190,2014,594,217,12
88190,2014,594,217,11
88190,2014,594,217,13
88190,2014,594,217,12
88190,2014,594,217,12
88190,2014,594,217,10
88190,2014,594,217,12
88190,2014,594,217,11
88190,2014,594,217,12
88190,2014,594,217,12
88190,2014,594,217,13
88190,2014,594,217,11
88190,2014,594,217,12
88190,2014,594,217,12
88191,2014,595,217,12
88191,2014,595,217,10
88191,2014,595,217,12
88191,2014,595,217,11
88191,2014,595,217,12
88191,2014,595,217,12
88191,2014,595,217,10
88191,2014,595,217,11
88191,2014,595,217,12
88191,2014,595,217,11
88191,2014,595,217,10
88191,2014,595,217,10
88191,2014,595,217,11
88191,2014,595,217,11
88191,2014,595,217,10
88191,2014,595,217,11
88191,2014,595,217,10
88191,2014,595,217,11
88191,2014,595,217,12
88191,2014,595,217,11
88191,2014,595,217,12
88191,2014,595,217,10
88191,2014,595,217,12
88191,2014,595,217,11
88191,2014,595,217,13
88191,2014,595,217,10
88191,2014,595,217,12
88191,2014,595,217,11
88191,2014,595,217,12
88191,2014,595,217,11
88191,2014,595,217,10
88191,2014,595,217,12
88191,2014,595,217,11
88191,2014,595,217,12
88191,2014,595,217,11
88191,2014,595,217,11
88191,2014,595,217,11
88191,2014,595,217,11
88191,2014,595,217,11
88191,2014,595,217,11
88191,2014,595,217,12
88191,2014,595,217,11
88191,2014,595,217,11
88191,2014,595,217,10
88191,2014,595,217,11
88192,2014,596,217,12
88192,2014,596,217,11
88198,2014,598,217,12
88199,2014,599,217,11
88199,2014,599,310,31
88203,2014,600,217,12
88203,2014,600,217,11
88203,2014,600,217,12
88203,2014,600,217,11
88203,2014,600,217,11
88203,2014,600,217,12
88203,2014,600,217,12
88203,2014,600,217,10
88203,2014,600,217,11
88203,2014,600,217,10
88203,2014,600,217,10
88203,2014,600,217,12
88203,2014,600,217,12
88203,2014,600,217,10
88203,2014,600,217,10
88203,2014,600,217,10
88203,2014,600,217,12
88203,2014,600,217,10
88203,2014,600,217,9
88203,2014,600,217,11
88203,2014,600,217,10
88203,2014,600,217,11
88203,2014,600,217,11
88203,2014,600,217,9
88203,2014,600,217,10
88203,2014,600,217,11
88203,2014,600,217,11
88203,2014,600,217,10
88203,2014,600,217,10
88203,2014,600,217,10
88203,2014,600,217,10
88203,2014,600,217,10
88203,2014,600,217,11
88203,2014,600,217,11
88203,2014,600,217,10
88203,2014,600,217,10
88203,2014,600,217,10
88203,2014,600,217,11
88203,2014,600,217,11
88203,2014,600,217,10
88203,2014,600,217,11
88203,2014,600,217,10
88203,2014,600,217,10
88203,2014,600,217,11
88203,2014,600,217,10
88203,2014,600,217,11
88203,2014,600,217,11
88203,2014,600,217,11
88203,2014,600,217,11
88203,2014,600,217,11
88203,2014,600,217,11
88203,2014,600,217,11
88203,2014,600,217,10
88203,2014,600,217,13
88203,2014,600,217,13
88203,2014,600,217,12
88203,2014,600,217,11
88203,2014,600,217,11
88203,2014,600,217,12
88203,2014,600,217,11
88203,2014,600,217,11
88203,2014,600,217,12
88203,2014,600,217,10
88203,2014,600,217,11
88203,2014,600,217,12
88203,2014,600,217,11
88203,2014,600,217,12
88204,2014,601,217,12
88204,2014,601,217,11
88204,2014,601,217,11
88204,2014,601,217,13
88204,2014,601,217,12
88204,2014,601,217,12
88204,2014,601,217,13
88204,2014,601,217,13
88204,2014,601,217,12
88204,2014,601,217,11
88204,2014,601,217,10
88204,2014,601,217,11
88204,2014,601,217,11
88204,2014,601,217,11
88204,2014,601,217,11
88204,2014,601,217,10
88204,2014,601,217,11
88204,2014,601,217,10
88204,2014,601,217,12
88204,2014,601,217,12
88204,2014,601,217,11
88204,2014,601,217,12
88204,2014,601,217,11
88204,2014,601,217,11
88204,2014,601,217,11
88204,2014,601,217,12
88204,2014,601,217,12
88204,2014,601,217,11
88204,2014,601,217,11
88204,2014,601,217,10
88204,2014,601,217,12
88204,2014,601,217,11
88204,2014,601,217,11
88204,2014,601,217,12
88204,2014,601,217,11
88204,2014,601,217,10
88204,2014,601,217,11
88204,2014,601,217,12
88204,2014,601,217,11
88204,2014,601,217,12
88204,2014,601,217,12
88204,2014,601,217,11
88204,2014,601,217,12
88204,2014,601,217,12
88204,2014,601,217,11
88204,2014,601,217,12
88204,2014,601,217,11
88204,2014,601,217,10
88204,2014,601,217,13
88204,2014,601,217,11
88211,2014,602,217,9
88215,2014,604,217,13
88215,2014,604,217,12
88215,2014,604,217,12
88215,2014,604,217,13
88215,2014,604,217,14
88215,2014,604,217,13
88215,2014,604,217,13
88215,2014,604,217,11
88215,2014,604,217,13
88215,2014,604,217,12
88215,2014,604,217,13
88215,2014,604,217,13
88215,2014,604,217,12
88215,2014,604,217,10
88215,2014,604,217,14
88215,2014,604,217,13
88215,2014,604,217,9
88215,2014,604,217,12
88215,2014,604,217,11
88215,2014,604,217,10
88215,2014,604,217,13
88215,2014,604,217,11
88215,2014,604,217,11
88215,2014,604,217,11
88215,2014,604,217,10
88215,2014,604,217,13
88215,2014,604,217,11
88215,2014,604,217,11
88215,2014,604,217,12
88215,2014,604,217,10
88215,2014,604,217,14
88215,2014,604,217,11
88215,2014,604,217,14
88215,2014,604,217,10
88215,2014,604,217,11
88215,2014,604,217,11
88215,2014,604,217,11
88215,2014,604,217,12
88215,2014,604,217,13
88215,2014,604,217,11
88215,2014,604,217,10
88215,2014,604,217,13
88215,2014,604,217,13
88215,2014,604,217,14
88215,2014,604,217,11
88215,2014,604,217,11
88215,2014,604,217,10
88215,2014,604,217,10
88215,2014,604,217,10
88215,2014,604,217,13
88216,2014,605,217,14
88216,2014,605,217,11
88216,2014,605,217,12
88216,2014,605,217,15
88216,2014,605,217,14
88216,2014,605,217,14
88216,2014,605,217,14
88216,2014,605,217,13
88216,2014,605,217,15
88216,2014,605,217,11
88216,2014,605,217,11
88216,2014,605,217,13
88216,2014,605,217,11
88216,2014,605,217,12
88216,2014,605,217,12
88216,2014,605,217,10
88216,2014,605,217,11
88216,2014,605,217,13
88216,2014,605,217,12
88216,2014,605,217,12
88216,2014,605,217,12
88216,2014,605,217,12
88216,2014,605,217,13
88216,2014,605,217,10
88216,2014,605,217,12
88216,2014,605,217,10
88216,2014,605,217,10
88216,2014,605,217,10
88216,2014,605,217,10
88216,2014,605,217,10
88216,2014,605,217,12
88216,2014,605,217,10
88216,2014,605,217,9
88216,2014,605,217,10
88216,2014,605,217,9
88216,2014,605,217,10
88216,2014,605,217,11
88216,2014,605,217,10
88216,2014,605,217,10
88216,2014,605,217,10
88216,2014,605,217,10
88216,2014,605,217,10
88216,2014,605,217,10
88216,2014,605,217,10
88216,2014,605,217,9
88216,2014,605,217,15
88218,2014,606,217,10
88218,2014,606,217,11
88221,2014,608,217,11
88221,2014,608,217,11
88221,2014,608,217,13
88221,2014,608,217,15
88221,2014,608,217,16
88221,2014,608,217,15
88221,2014,608,217,14
88221,2014,608,217,15
