OP_ID,OP_DATE,TIME,TARGET,SERIAL,LOCATION,M_UNIT,STATE,BEG_LATITUDE_DD,BEG_LONGITUDE_DD,END_LATITUDE_DD,END_LONGITUDE_DD,IP_DESIGN,NET_MESH,TOW_TIME,DISTANCE,SPEED,SPEED_UNIT,TYPE_SET,BEG_DEPTH,END_DEPTH,FISHING_DEPTH,FISHING_TEMP,BEG_FLOWMETER,END_FLOWMETER,LIFE_STAGE,SPECIES,N,WEIGHT
88059,19-May-14,1256,2,500,86,WI2  ,WI ,46.844333,-90.728667,46.839167,-90.724,3,500,10,0.45,2.7,1,4,33.9,46.6,0.5,2,0,0,0,0,0,
88060,19-May-14,1256,2,501,86,WI2  ,WI ,46.844333,-90.728667,46.839167,-90.724,3,500,10,0.45,2.7,1,4,33.9,46.6,0.5,2,0,0,0,0,0,
88061,20-May-14,1320,2,502,52,WI2  ,WI ,46.983,-90.454667,46.976667,-90.4535,3,500,10,0.47,2.8,1,4,18.6,35.5,0.5,1.8,0,0,0,0,0,
88062,20-May-14,1320,2,503,52,WI2  ,WI ,46.983,-90.454667,46.976667,-90.4535,3,500,10,0.47,2.8,1,4,18.6,35.5,0.5,1.8,0,0,0,0,0,
88065,27-May-14,1041,2,508,2,WI2  ,WI ,46.915667,-90.561833,46.909333,-90.5645,3,500,10,0.45,2.7,1,4,28.6,48.7,0.5,2.9,,27279,12,217,81,0.2968
88066,27-May-14,1041,2,509,2,WI2  ,WI ,46.915667,-90.561833,46.909333,-90.5645,3,500,10,0.45,2.7,1,4,28.6,48.7,0.5,2.9,,27279,12,217,52,0.185
88067,27-May-14,1246,2,510,87,WI2  ,WI ,46.935667,-90.6465,46.941333,-90.6495,3,500,10,0.42,2.5,1,4,30.8,55,0.5,3.4,27279,29927,6,0,0,
88068,27-May-14,1246,2,511,87,WI2  ,WI ,46.935667,-90.6465,46.941333,-90.6495,3,500,10,0.42,2.5,1,4,30.8,55,0.5,3.4,27279,29927,6,0,0,
88069,27-May-14,1727,2,512,190,MN2  ,MN ,47.630167,-90.705333,47.625167,-90.711667,3,500,10,0.45,2.7,1,4,26.1,43.8,0.5,2.2,29927,32948,12,217,13,0.0813
88069,27-May-14,1727,2,512,190,MN2  ,MN ,47.630167,-90.705333,47.625167,-90.711667,3,500,10,0.45,2.7,1,4,26.1,43.8,0.5,2.2,29927,32948,12,310,1,0.111
88070,27-May-14,1727,2,513,190,MN2  ,MN ,47.630167,-90.705333,47.625167,-90.711667,3,500,10,0.45,2.7,1,4,26.1,43.8,0.5,2.2,29927,32948,12,217,5,0.0287
88078,29-May-14,748,2,518,210,WI1  ,WI ,46.726,-92.024,46.729833,-92.0165,3,500,10,0.43,2.6,1,4,16.2,18.9,0.5,2,38260,41160,12,217,29,0.0725
88079,29-May-14,748,2,519,210,WI1  ,WI ,46.726,-92.024,46.729833,-92.0165,3,500,10,0.43,2.6,1,4,16.2,18.9,0.5,2,38260,41160,12,217,44,0.094
88080,29-May-14,1020,2,520,206,WI1  ,WI ,46.771333,-91.626333,46.777167,-91.6295,3,500,10,0.43,2.6,1,4,27.2,37.1,0.5,3,41160,44147,12,217,12,0.0424
88081,29-May-14,1020,2,521,206,WI1  ,WI ,46.771333,-91.626333,46.777167,-91.6295,3,500,10,0.43,2.6,1,4,27.2,37.1,0.5,3,41160,44147,12,217,5,0.0129
88082,29-May-14,1217,2,522,205,WI1  ,WI ,46.809333,-91.413167,46.8155,-91.416833,3,500,10,0.43,2.6,1,4,24.2,33,0.5,2.5,44147,47143,0,0,0,
88083,29-May-14,1217,2,523,205,WI1  ,WI ,46.809333,-91.413167,46.8155,-91.416833,3,500,10,0.43,2.6,1,4,24.2,33,0.5,2.5,44147,47143,0,0,0,
88090,30-May-14,1050,2,524,151,WI1  ,WI ,46.879833,-91.209333,46.885,-91.215167,3,500,10,0.45,2.7,1,4,20.9,52.8,0.5,2.3,47143,50140,0,0,0,
88091,30-May-14,1050,2,525,151,WI1  ,WI ,46.879833,-91.209333,46.885,-91.215167,3,500,10,0.45,2.7,1,4,20.9,52.8,0.5,2.3,47143,50140,0,0,0,
88092,30-May-14,1219,2,526,76,WI2  ,WI ,46.885833,-91.0965,46.890667,-91.102167,3,500,10,0.42,2.5,1,4,23.6,34.6,0.5,7.9,50140,53058,12,217,26,0.0787
88093,30-May-14,1219,2,527,76,WI2  ,WI ,46.885833,-91.0965,46.890667,-91.102167,3,500,10,0.42,2.5,1,4,23.6,34.6,0.5,7.9,50140,53058,12,217,36,0.0917
88093,30-May-14,1219,2,527,76,WI2  ,WI ,46.885833,-91.0965,46.890667,-91.102167,3,500,10,0.42,2.5,1,4,23.6,34.6,0.5,7.9,50140,53058,12,500,3,0.0573
88094,30-May-14,1356,2,528,139,WI2  ,WI ,46.969667,-90.996,46.970667,-90.005,3,500,10,0.42,2.5,1,4,20.6,30.1,0.5,8.5,53058,55816,12,217,7,0.0195
88095,30-May-14,1356,2,529,139,WI2  ,WI ,46.969667,-90.996,46.970667,-90.005,3,500,10,0.42,2.5,1,4,20.6,30.1,0.5,8.5,53058,55816,12,217,1,0.003
88095,30-May-14,1356,2,529,139,WI2  ,WI ,46.969667,-90.996,46.970667,-90.005,3,500,10,0.42,2.5,1,4,20.6,30.1,0.5,8.5,53058,55816,12,500,2,0.0316
88096,3-Jun-14,936,2,530,24,WI2  ,WI ,46.853,-90.470667,46.847,-90.466333,3,500,10,0.45,2.7,1,4,15.1,57.6,0.5,2.7,55816,58744,0,0,0,
88097,3-Jun-14,936,2,531,24,WI2  ,WI ,46.853,-90.470667,46.847,-90.466333,3,500,10,0.45,2.7,1,4,15.1,57.6,0.5,2.7,55816,58744,12,217,2,0.0099
88098,3-Jun-14,1143,2,532,184,MI2  ,MI ,46.615667,-90.3305,46.621333,-90.332333,3,500,10,0.4,2.4,1,4,22.2,28.1,0.5,6.1,58744,61440,12,217,11,0.0418
88099,3-Jun-14,1143,2,533,184,MI2  ,MI ,46.615667,-90.3305,46.621333,-90.332333,3,500,10,0.4,2.4,1,4,22.2,28.1,0.5,6.1,58744,61440,12,217,11,0.0598
88103,3-Jun-14,1403,2,534,192,MI2  ,MI ,46.689167,-90.028,46.695167,-90.032167,3,500,10,0.43,2.6,1,4,17.7,25,0.5,3.5,61440,24293,12,217,41,0.2343
88104,3-Jun-14,1403,2,535,192,MI2  ,MI ,46.689167,-90.028,46.695167,-90.032167,3,500,10,0.43,2.6,1,4,17.7,25,0.5,3.5,61440,24293,12,217,15,0.0816
88105,3-Jun-14,729,2,536,57,MI2  ,MI ,46.9005,-89.350333,46.905333,-89.356,3,500,10,0.45,2.7,1,4,19.6,26,0.5,3.2,24293,27165,12,217,111,0.8207
88105,3-Jun-14,729,2,536,57,MI2  ,MI ,46.9005,-89.350333,46.905333,-89.356,3,500,10,0.45,2.7,1,4,19.6,26,0.5,3.2,24293,27165,12,500,1,0.0251
88106,3-Jun-14,729,2,537,57,MI2  ,MI ,46.9005,-89.350333,46.905333,-89.356,3,500,10,0.45,2.7,1,4,19.6,26,0.5,3.2,24293,27165,12,217,50,0.1654
88108,4-Jun-14,1011,2,538,183,MI2  ,MI ,46.997667,-89.1445,46.999,-89.152667,3,500,10,0.4,2.4,1,4,16.7,23,0.5,7.8,27165,29919,12,217,44,0.2042
88109,4-Jun-14,1011,2,539,183,MI2  ,MI ,46.997667,-89.1445,46.999,-89.152667,3,500,10,0.4,2.4,1,4,16.7,23,0.5,7.8,27165,29919,12,217,22,0.105
88111,4-Jun-14,1301,2,540,182,MI3  ,MI ,47.148333,-88.854667,47.149667,-88.863167,3,500,10,0.42,2.5,1,4,29.7,34.3,0.5,6.9,29919,32817,12,217,8,0.0632
88112,4-Jun-14,1301,2,541,182,MI3  ,MI ,47.148333,-88.854667,47.149667,-88.863167,3,500,10,0.42,2.5,1,4,29.7,34.3,0.5,6.9,29919,32817,12,217,3,0.0244
88115,4-Jun-14,1607,2,542,181,MI3  ,MI ,47.336833,-88.481667,47.342333,-88.485833,3,500,10,0.42,2.5,1,4,26.3,50.3,0.5,7.5,32817,35390,12,217,3,0.0257
88116,4-Jun-14,1607,2,543,181,MI3  ,MI ,47.336833,-88.481667,47.342333,-88.485833,3,500,10,0.42,2.5,1,4,26.3,50.3,0.5,7.5,32817,35390,12,217,2,0.0127
88117,5-Jun-14,1018,2,544,82,MI4  ,MI ,46.9795,-88.396167,46.9755,-88.388833,3,500,10,0.43,2.6,1,4,18.1,41.8,0.5,5.7,35390,38435,12,217,1,0.0087
88118,5-Jun-14,1018,2,545,82,MI4  ,MI ,46.9795,-88.396167,46.9755,-88.388833,3,500,10,0.43,2.6,1,4,18.1,41.8,0.5,5.7,35390,38435,12,217,1,0.0048
88119,5-Jun-14,1150,2,546,84,MI4  ,MI ,46.9055,-88.322833,46.912,-88.323833,3,500,10,0.45,2.7,1,4,41.6,68.9,0.5,1.8,38435,41405,0,0,0,
88120,5-Jun-14,1150,2,547,84,MI4  ,MI ,46.9055,-88.322833,46.912,-88.323833,3,500,10,0.45,2.7,1,4,41.6,68.9,0.5,1.8,38435,41405,0,0,0,
88121,5-Jun-14,1419,2,550,100,MI4  ,MI ,47.0505,-88.265,47.050833,-88.254833,3,500,11,0.43,2.6,1,4,30.7,55.2,0.5,2.2,44185,47063,0,0,0,
88122,5-Jun-14,1419,2,551,100,MI4  ,MI ,47.0505,-88.265,47.050833,-88.254833,3,500,11,0.43,2.6,1,4,30.7,55.2,0.5,2.2,44185,47063,0,0,0,
88123,5-Jun-14,1555,2,552,140,MI4  ,MI ,47.165333,-88.2185,47.162833,-88.209833,3,500,10,0.45,2.7,1,4,18.1,30.7,0.5,2.3,47063,49997,0,0,0,
88124,5-Jun-14,1555,2,553,140,MI4  ,MI ,47.165333,-88.2185,47.162833,-88.209833,3,500,10,0.45,2.7,1,4,18.1,30.7,0.5,2.3,47063,49997,0,0,0,
88136,6-Jun-14,655,2,554,101,MI4  ,MI ,47.380667,-87.8105,47.3745,-87.812,3,500,10,0.43,2.6,1,4,19.4,43.1,0.5,3.1,49997,52752,12,217,1497,7.0506
88137,6-Jun-14,655,2,555,101,MI4  ,MI ,47.380667,-87.8105,47.3745,-87.812,3,500,10,0.43,2.6,1,4,19.4,43.1,0.5,3.1,49997,52752,12,217,1169,4.9242
88138,6-Jun-14,1031,2,556,158,MI4  ,MI ,46.937833,-88.135167,46.9365,-88.125833,3,500,10,0.43,2.6,1,4,18.6,32.8,0.5,2.5,52752,55674,12,217,13,0.0535
88139,6-Jun-14,1031,2,557,158,MI4  ,MI ,46.937833,-88.135167,46.9365,-88.125833,3,500,10,0.43,2.6,1,4,18.6,32.8,0.5,2.5,52752,55674,12,217,25,0.0959
88140,6-Jun-14,1324,2,558,142,MI5  ,MI ,46.854,-87.728333,46.858333,-87.721333,3,500,10,0.45,2.7,1,4,20.1,42.9,0.5,3.2,55674,58553,0,0,0,
88141,6-Jun-14,1324,2,559,142,MI5  ,MI ,46.854,-87.728333,46.858333,-87.721333,3,500,10,0.45,2.7,1,4,20.1,42.9,0.5,3.2,55674,58553,0,0,0,
88142,6-Jun-14,1511,2,560,196,MI5  ,MI ,46.7795,-87.558,46.784333,-87.552,3,500,10,0.42,2.5,1,4,27.8,38.6,0.5,2.8,58553,61307,0,0,0,
88143,6-Jun-14,1511,2,561,196,MI5  ,MI ,46.7795,-87.558,46.784333,-87.552,3,500,10,0.42,2.5,1,4,27.8,38.6,0.5,2.8,58553,61307,0,0,0,
88144,7-Jun-14,807,2,562,120,MI5  ,MI ,46.508167,-87.232,46.514167,-87.230667,3,500,10,0.42,2.5,1,4,20.8,27.3,0.5,3.2,61307,14172,12,217,6,0.0348
88145,7-Jun-14,807,2,563,120,MI5  ,MI ,46.508167,-87.232,46.514167,-87.230667,3,500,10,0.42,2.5,1,4,20.8,27.3,0.5,3.2,61307,14172,12,217,1,0.0042
88146,7-Jun-14,1044,2,564,88,MI6  ,MI ,46.5235,-86.922,46.5265,-86.914,3,500,10,0.42,2.5,1,4,29.6,43.7,0.5,2,14172,27031,0,0,0,
88147,7-Jun-14,1044,2,565,88,MI6  ,MI ,46.5235,-86.922,46.5265,-86.914,3,500,10,0.42,2.5,1,4,29.6,43.7,0.5,2,14172,27031,0,0,0,
88149,7-Jun-14,1534,2,566,178,MI6  ,MI ,46.657833,-86.309333,46.661,-86.316667,3,500,10,0.4,2.4,1,4,30.7,37.7,0.5,2.6,27031,59654,0,0,0,
88150,7-Jun-14,1534,2,567,178,MI6  ,MI ,46.657833,-86.309333,46.661,-86.316667,3,500,10,0.4,2.4,1,4,30.7,37.7,0.5,2.6,27031,59654,0,0,0,
88151,8-Jun-14,806,2,568,177,MI7  ,MI ,46.7235,-85.768,46.729167,-85.7685,3,500,10,0.4,2.4,1,4,19.9,21.7,0.5,1.5,59654,72305,0,0,0,
88152,8-Jun-14,806,2,569,177,MI7  ,MI ,46.7235,-85.768,46.729167,-85.7685,3,500,10,0.4,2.4,1,4,19.9,21.7,0.5,1.5,59654,72305,12,217,3,0.0167
88154,8-Jun-14,1123,2,570,176,MI7  ,MI ,46.7775,-85.304833,46.7825,-85.3085,3,500,10,0.4,2.4,1,4,18.7,29.2,0.5,2.8,72305,94788,0,0,0,
88155,8-Jun-14,1123,2,571,176,MI7  ,MI ,46.7775,-85.304833,46.7825,-85.3085,3,500,10,0.4,2.4,1,4,18.7,29.2,0.5,2.4,72305,94788,0,0,0,
88158,9-Jun-14,1044,2,573,194,MI8  ,MI ,46.620833,-84.8985,46.622833,-84.8895,3,500,10,0.43,2.6,1,4,28,43.7,0.5,3.8,94788,17624,0,0,0,
88159,9-Jun-14,1044,2,572,194,MI8  ,MI ,46.620833,-84.8985,46.622833,-84.8895,3,500,10,0.43,2.6,1,4,28,43.7,0.5,3.8,94788,17624,12,217,1,0.0093
88161,9-Jun-14,1222,2,575,79,MI8  ,MI ,46.563667,-84.886,46.565,-84.877167,3,500,10,0.43,2.6,1,4,20.2,37.7,0.5,4.2,17624,20319,0,0,0,
88162,9-Jun-14,1222,2,574,79,MI8  ,MI ,46.563667,-84.886,46.565,-84.877167,3,500,10,0.43,2.6,1,4,20.2,37.7,0.5,4.2,17624,20319,0,0,0,
88163,9-Jun-14,1359,2,576,193,MI8  ,MI ,46.505833,-84.872,46.511333,-84.8675,3,500,10,0.43,2.6,1,4,22.9,33.2,0.5,6.4,20319,33176,12,217,1,0.0053
88164,9-Jun-14,1359,2,577,193,MI8  ,MI ,46.505833,-84.872,46.511333,-84.8675,3,500,10,0.43,2.6,1,4,22.9,33.2,0.5,6.4,20319,33176,12,217,2,0.0111
88167,9-Jun-14,1538,2,578,174,MI8  ,MI ,46.513167,-84.709833,46.5185,-84.716,3,500,10,0.43,2.6,1,4,20,30.3,0.5,9.8,33176,35806,12,217,6,0.0421
88168,9-Jun-14,1538,2,579,174,MI8  ,MI ,46.513167,-84.709833,46.5185,-84.716,3,500,10,0.43,2.6,1,4,20,30.3,0.5,9.8,33176,35806,12,217,3,0.0133
88170,11-Jun-14,1111,2,580,460,ONT12,E  ,46.677167,-84.561333,46.672833,-84.567167,3,500,10,0.4,2.4,1,4,18.4,25.9,0.5,12.2,88453,90738,12,217,1,0.0087
88171,11-Jun-14,1111,2,581,460,ONT12,E  ,46.677167,-84.561333,46.672833,-84.567167,3,500,10,0.4,2.4,1,4,18.4,25.9,0.5,12.2,88453,90738,0,0,0,
88172,11-Jun-14,1238,2,582,459,ONT11,E  ,46.771667,-84.594833,46.769667,-84.603333,3,500,10,0.42,2.5,1,4,19,30.8,0.5,10.8,90738,93137,12,217,7,0.0573
88173,11-Jun-14,1238,2,583,459,ONT11,E  ,46.771667,-84.594833,46.769667,-84.603333,3,500,10,0.42,2.5,1,4,19,30.8,0.5,10.8,90738,93137,12,217,7,0.0488
88175,11-Jun-14,1457,2,584,461,ONT11,E  ,46.943667,-84.7265,46.937667,-84.7275,3,500,10,0.42,2.5,1,4,46.7,67.5,0.5,8,93137,95688,12,500,1,0.0028
88175,11-Jun-14,1457,2,584,461,ONT11,E  ,46.943667,-84.7265,46.937667,-84.7275,3,500,10,0.42,2.5,1,4,46.7,67.5,0.5,8,93137,95688,12,217,55,0.289
88176,11-Jun-14,1457,2,585,461,ONT11,E  ,46.943667,-84.7265,46.937667,-84.7275,3,500,10,0.42,2.5,1,4,46.7,67.5,0.5,8,93137,95688,12,217,37,0.1928
88176,11-Jun-14,1457,2,585,461,ONT11,E  ,46.943667,-84.7265,46.937667,-84.7275,3,500,10,0.42,2.5,1,4,46.7,67.5,0.5,8,93137,95688,12,500,3,0.0122
88179,12-Jun-14,637,2,586,456,ONT11,E  ,47.317333,-84.6445,47.314833,-84.652667,3,500,10,0.42,2.5,1,4,25,40.3,0.5,2.9,95688,98258,12,217,10,0.0647
88180,12-Jun-14,637,2,587,456,ONT11,E  ,47.317333,-84.6445,47.314833,-84.652667,3,500,10,0.42,2.5,1,4,25,40.3,0.5,2.9,95688,98258,12,217,6,0.0378
88182,12-Jun-14,933,2,588,455,ONT11,E  ,47.553333,-84.958667,47.550333,-84.967333,3,500,10,0.43,2.6,1,4,25.7,78.3,0.5,2.1,98258,1059,12,217,1,0.005
88183,12-Jun-14,933,2,589,455,ONT11,E  ,47.553333,-84.958667,47.550333,-84.967333,3,500,10,0.43,2.6,1,4,25.7,78.3,0.5,2.1,98258,1059,0,0,0,
88186,12-Jun-14,1416,2,590,451,ONT9 ,E  ,47.946,-85.1845,47.9405,-85.181833,3,500,10,0.4,2.4,1,4,18.8,37,0.5,2.5,1059,3516,0,0,0,
88187,12-Jun-14,1416,2,591,451,ONT9 ,E  ,47.946,-85.1845,47.9405,-85.181833,3,500,10,0.4,2.4,1,4,18.8,37,0.5,2.5,1059,3516,0,0,0,
88188,12-Jun-14,1607,2,592,462,ONT9 ,E  ,47.9525,-84.9445,47.947667,-84.939667,3,500,10,0.4,2.4,1,4,31.4,90.2,0.5,2.3,3516,5882,0,0,0,
88189,12-Jun-14,1607,2,593,462,ONT9 ,E  ,47.9525,-84.9445,47.947667,-84.939667,3,500,10,0.4,2.4,1,4,31.4,90.2,0.5,2.3,3516,5882,0,0,0,
88190,13-Jun-14,845,2,594,463,ONT9 ,E  ,47.9175,-85.428667,47.911667,-85.431333,3,500,10,0.42,2.5,1,4,26,60.5,0.5,2.4,5882,8325,12,217,73,0.5072
88191,13-Jun-14,835,2,595,463,ONT9 ,E  ,47.9175,-85.428667,47.911667,-85.431333,3,500,10,0.42,2.5,1,4,26,60.5,0.5,2.4,5882,8325,12,217,45,0.228
88192,13-Jun-14,1537,2,596,465,ONT7 ,E  ,48.133,-86.055667,48.111833,-86.049167,3,500,10,0.42,2.5,1,4,89.3,64.3,0.5,2.4,8325,60863,12,217,2,0.0096
88193,13-Jun-14,1537,2,597,465,ONT7 ,E  ,48.133,-86.055667,48.111833,-86.049167,3,500,10,0.42,2.5,1,4,89.3,64.3,0.5,2.4,8325,60863,0,0,0,
88198,14-Jun-14,859,2,598,420,ONT7 ,W  ,48.768833,-86.631333,48.766333,-86.640167,3,500,10,0.42,2.5,1,4,15.7,29.8,0.5,2.8,60863,63425,12,217,1,0.0051
88199,14-Jun-14,859,2,599,420,ONT7 ,W  ,48.768833,-86.631333,48.766333,-86.640167,3,500,10,0.42,2.5,1,4,15.7,29.8,0.5,2.8,60863,63425,12,217,1,0.0027
88199,14-Jun-14,859,2,599,420,ONT7 ,W  ,48.768833,-86.631333,48.766333,-86.640167,3,500,10,0.42,2.5,1,4,15.7,29.8,0.5,2.8,60863,63425,12,310,1,0.1761
88203,14-Jun-14,1440,2,600,417,ONT4 ,W  ,48.815,-87.446167,48.818833,-87.453167,3,500,10,0.42,2.5,1,4,66.1,42.4,0.5,3.3,63425,65843,12,217,100,0.5278
88204,14-Jun-14,1440,2,601,417,ONT4 ,W  ,48.815,-87.446167,48.818833,-87.453167,3,500,10,0.42,2.5,1,4,66.1,42.4,0.5,3.3,63425,65843,12,217,89,0.5153
88211,16-Jun-14,1254,2,602,406,ONT3 ,W  ,48.518333,-88.6015,48.5135,-88.607667,3,500,10,0.38,2.3,1,4,26.8,38.8,0.5,7.2,65843,68678,12,217,1,0.0018
88212,16-Jun-14,1254,2,603,406,ONT3 ,W  ,48.518333,-88.6015,48.5135,-88.607667,3,500,10,0.38,2.3,1,4,26.8,38.8,0.5,7.2,65843,68678,0,0,0,
88215,17-Jun-14,921,2,604,401,ONT1 ,W  ,48.499667,-88.940667,48.502833,-88.932833,3,500,10,0.42,2.5,1,4,39.6,47.9,0.5,9.5,68678,71227,12,217,146,0.961
88216,17-Jun-14,921,2,605,401,ONT1 ,W  ,48.499667,-88.940667,48.502833,-88.932833,3,500,10,0.42,2.5,1,4,39.6,47.9,0.5,9.5,68678,71227,12,217,46,0.1668
88218,17-Jun-14,1121,2,606,402,ONT1 ,W  ,48.3685,-88.876667,48.372167,-88.884333,3,500,10,0.42,2.5,1,4,19.7,32.3,0.5,5.5,71227,73840,12,217,2,0.0041
88219,17-Jun-14,1121,2,607,402,ONT1 ,W  ,48.3685,-88.876667,48.372167,-88.884333,3,500,10,0.42,2.5,1,4,19.7,32.3,0.5,5.5,71227,73840,0,0,0,
88221,17-Jun-14,1334,2,608,404,ONT2 ,W  ,48.3015,-88.920667,48.298333,-88.9285,3,500,10,0.42,2.5,1,4,77,75,0.5,8.2,73840,76453,12,217,47,0.3978
88222,17-Jun-14,1334,2,609,404,ONT2 ,W  ,48.3015,-88.920667,48.298333,-88.9285,3,500,10,0.42,2.5,1,4,77,75,0.5,8.2,73840,76453,12,217,36,0.317
88223,18-Jun-14,801,2,610,403,ONT1 ,W  ,48.265333,-89.165167,48.259333,-89.164833,3,500,10,0.4,2.4,1,4,37.8,28.4,0.5,6.8,76453,79117,12,217,100,0.5934
88224,18-Jun-14,801,2,611,403,ONT1 ,W  ,48.265333,-89.165167,48.259333,-89.164833,3,500,10,0.4,2.4,1,4,37.8,28.4,0.5,6.8,76453,79117,12,217,50,0.2713
88226,18-Jun-14,1104,2,612,400,ONT2 ,W  ,48.078667,-89.422333,48.077667,-89.413167,3,500,10,0.42,2.5,1,4,30.8,40.7,0.5,6.9,79333,82128,12,217,809,7.0173
88227,18-Jun-14,1104,2,613,400,ONT2 ,W  ,48.078667,-89.422333,48.077667,-89.413167,3,500,10,0.42,2.5,1,4,30.8,40.7,0.5,6.9,79333,82128,12,217,1132,9.6288
88228,18-Jun-14,1303,2,614,191,MN3  ,MN ,47.979833,-89.629167,47.974333,-89.625667,3,500,10,0.42,2.5,1,4,19,24.7,0.5,3.8,82128,84555,12,217,52,0.4739
88229,18-Jun-14,1303,2,615,191,MN3  ,MN ,47.979833,-89.629167,47.974333,-89.625667,3,500,10,0.42,2.5,1,4,19,24.7,0.5,3.8,82128,84555,12,217,78,0.7
88231,18-Jun-14,1508,2,616,207,MN3  ,MN ,47.839833,-89.9315,47.839333,-89.940667,3,500,10,0.42,2.5,1,4,66.7,35.1,0.5,2.9,84555,86604,12,217,23,0.1683
88232,18-Jun-14,1508,2,617,207,MN3  ,MN ,47.839833,-89.9315,47.839333,-89.940667,3,500,10,0.42,2.5,1,4,66.7,35.1,0.5,2.9,84555,86604,12,217,20,0.1604
88234,18-Jun-14,1722,,618,65,MN3  ,MN ,47.741667,-90.311833,47.741167,-90.321333,3,500,10,0.43,2.6,1,4,109,74.8,0.5,2.6,86604,88914,12,217,7,0.0671
88235,18-Jun-14,1722,,619,65,MN3  ,MN ,47.741667,-90.311833,47.741167,-90.321333,3,500,10,0.43,2.6,1,4,109,74.8,0.5,2.6,86604,88914,12,217,11,0.1046
88236,21-May-14,1019,,504,111,WI2  ,WI ,46.6559,-90.898633,46.655667,-90.899,3,500,10,0.5,3,1,4,27,24.3,0.5,,0,0,0,0,0,
88237,21-May-14,1019,,505,111,WI2  ,WI ,46.6559,-90.898633,46.655667,-90.899,3,500,10,0.5,3,1,4,27,24.3,0.5,,0,0,0,0,0,
88238,21-May-14,1104,,506,145,WI2  ,WI ,46.5925,-90.9025,46.596833,-90.8955,3,500,10,0.43,2.6,1,4,13.8,17.7,0.5,9.1,0,0,0,0,0,
88239,21-May-14,1104,,507,145,WI2  ,WI ,46.5925,-90.9025,46.596833,-90.8955,3,500,10,0.43,2.6,1,4,13.8,17.7,0.5,9.1,0,0,0,0,0,
88240,28-May-14,1202,,514,226,MN2  ,MN ,47.2765,-91.2535,47.271,-91.257667,3,500,10,0.4,2.4,1,4,110,121,0.5,2,32948,35660,12,217,8,0.0367
88241,28-May-14,1202,,515,226,MN2  ,MN ,47.2765,-91.2535,47.271,-91.257667,3,500,10,0.4,2.4,1,4,110,121,0.5,2,32948,35660,12,217,5,0.0258
88241,28-May-14,1202,,515,226,MN2  ,MN ,47.2765,-91.2535,47.271,-91.257667,3,500,10,0.4,2.4,1,4,110,121,0.5,2,32948,35660,12,310,1,0.1148
88242,28-May-14,1730,,516,367,MN1  ,MN ,46.811833,-92.039667,46.808667,-92.046667,3,500,10,0.4,2.4,1,4,25,23,0.5,2.6,35660,38260,12,217,5,0.0139
88243,28-May-14,1730,,517,367,MN1  ,MN ,46.811833,-92.039667,46.808667,-92.046667,3,500,10,0.4,2.4,1,4,25,23,0.5,2.6,35660,38260,12,217,10,0.0331
88244,5-Jun-14,1259,,548,84,MI4  ,MI ,46.902,-88.313,46.901833,-88.321833,3,500,10,0.43,2.6,1,4,31.6,33,0.5,1.9,41405,44185,0,0,0,
88245,5-Jun-14,1259,,549,84,MI4  ,MI ,46.902,-88.313,46.901833,-88.321833,3,500,10,0.43,2.6,1,4,31.6,33,0.5,1.9,41405,44185,0,0,0,
88280,7-Jul-14,1136,118,620,2161,WI1  ,WI ,46.980333,-91.2425,46.983833,-91.234667,3,500,10,0.43,2.6,1,4,137,135,0.5,4,88915,1636,12,217,36,0.351
88281,7-Jul-14,1136,118,621,2161,WI1  ,WI ,46.980333,-91.2425,46.983833,-91.234667,3,500,10,0.43,2.6,1,4,137,135,0.5,4,88915,1636,12,217,12,0.096
88283,7-Jul-14,1623,118,622,2133,MN3  ,MN ,47.531,-90.550333,47.534167,-90.542833,3,500,10,0.4,2.4,1,4,184,185,0.5,3.2,1636,4103,12,217,25,0.2467
88284,7-Jul-14,1623,118,623,2133,MN3  ,MN ,47.531,-90.550333,47.534167,-90.542833,3,500,10,0.4,2.4,1,4,184,185,0.5,3.2,1636,4103,12,217,16,0.1248
88285,8-Jul-14,911,118,624,2124,MN3  ,MN ,47.501,-89.995667,47.495833,-89.9995,3,500,10,0.4,2.4,1,4,154,153,0.5,3.1,4103,6440,12,217,44,0.3687
88286,8-Jul-14,911,118,625,2124,MN3  ,MN ,47.501,-89.995667,47.495833,-89.9995,3,500,10,0.4,2.4,1,4,154,153,0.5,3.1,4103,6440,12,217,53,0.4667
88287,8-Jul-14,1225,118,626,2147,MI2  ,MI ,47.159833,-89.964333,47.155667,-89.9705,3,500,10,0.38,2.3,1,4,174,172,0.5,3.4,6440,8839,12,217,13,0.1063
88288,8-Jul-14,1225,118,627,2147,MI2  ,MI ,47.159833,-89.964333,47.155667,-89.9705,3,500,10,0.38,2.3,1,4,174,172,0.5,3.4,6440,8839,12,217,12,0.1248
88289,8-Jul-14,1512,118,628,2120,MI2  ,MI ,47.083,-89.652,47.078333,-89.657167,3,500,10,0.38,2.3,1,4,210,209,0.5,3.4,8839,11235,12,217,4,0.0378
88290,8-Jul-14,1512,118,629,2120,MI2  ,MI ,47.083,-89.652,47.078333,-89.657167,3,500,10,0.38,2.3,1,4,210,209,0.5,3.4,8839,11235,12,217,7,0.0575
88294,9-Jul-14,932,118,630,2136,MI2  ,MI ,47.221833,-89.5505,47.225,-89.543167,3,500,10,0.4,2.4,1,4,204,205,0.5,3.4,11235,13630,12,217,53,0.4336
