OP_ID,GN_EFFORT_ID,OP_DATE,MESH_SIZE,BEG_DEPTH,END_DEPTH,LAT,LON,NIGHTS_OUT,N.PANEL
101378,44338,1932-08-31,26,38.4,87.8,45.7117,-85.8833,5,7
101372,44333,1932-08-27,24,82.3,96.9,45.7383,-86.105,5,7
101373,44334,1932-08-27,25,82.3,96.9,45.7383,-86.105,5,7
101374,44335,1932-08-27,26,82.3,96.9,45.7383,-86.105,5,7
101380,44339,1932-09-01,24,82.3,96.9,45.7383,-86.105,5,7
101381,44340,1932-09-01,25,82.3,96.9,45.7383,-86.105,5,7
101382,44341,1932-09-01,26,82.3,96.9,45.7383,-86.105,5,7
101398,44354,1932-09-07,24,82.3,96.9,45.7383,-86.105,6,7
101399,44355,1932-09-07,25,82.3,96.9,45.7383,-86.105,6,7
101400,44356,1932-09-07,26,82.3,96.9,45.7383,-86.105,6,7
101256,44246,1932-07-27,24,93.3,96.9,45.74,-86.045,7,7
101257,44247,1932-07-27,25,93.3,96.9,45.74,-86.045,7,7
101258,44248,1932-07-27,26,93.3,96.9,45.74,-86.045,7,7
